ICD10Code,icd10_count_acu_all,icd10_patient_count_acu_all,icd10_count_acu_24,icd10_patient_count_acu_24,icd10_count_all_all,icd10_patient_count_all_all,icd10_count_all_24,icd10_patient_count_all_24,icd10_count_acu_all_%,icd10_patient_count_acu_all_%,icd10_count_acu_24_%,icd10_patient_count_acu_24_%,icd10_count_all_all_%,icd10_patient_count_all_all_%,icd10_count_all_24_%,icd10_patient_count_all_24_%
B33.23,0.0,0.0,0.0,0.0,302.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6473721207208254e-06,3.939883440063766e-06,0.0,0.0
B33.8,0.0,0.0,0.0,0.0,1201.0,1028.0,181.0,152.0,0.0,0.0,0.0,0.0,6.551304360879839e-06,3.115538597219655e-05,3.321510529766432e-06,1.068461306763325e-05
B34.1,0.0,0.0,0.0,0.0,410.0,279.0,156.0,109.0,0.0,0.0,0.0,0.0,2.236498574488538e-06,8.455595998290698e-06,2.8627383571467593e-06,7.661992265605423e-06
B34.2,0.0,0.0,0.0,0.0,8125.0,3747.0,415.0,289.0,0.0,0.0,0.0,0.0,4.4320855896876514e-05,0.00011355956346091484,7.6156180654865715e-06,2.0314823529907956e-05
B34.8,0.0,0.0,0.0,0.0,1803.0,1262.0,653.0,450.0,0.0,0.0,0.0,0.0,9.835138853177643e-06,3.8247176164311323e-05,1.1983129148825859e-05,3.163207816075633e-05
B34.9,0.0,0.0,0.0,0.0,15320.0,11472.0,4045.0,3300.0,0.0,0.0,0.0,0.0,8.356867844186438e-05,0.0003476795601877809,7.422933752986309e-05,0.00023196857317887975
B35.0,0.0,0.0,0.0,0.0,1291.0,866.0,332.0,235.0,0.0,0.0,0.0,0.0,7.042243072352933e-06,2.624568506996324e-05,6.092494452389257e-06,1.6518974150617194e-05
B35.1,270.0,188.0,0.0,0.0,448745.0,67979.0,127848.0,39053.0,5.5980117520926715e-05,0.0001351845952839272,0.0,0.0,0.0024478476897777045,0.0020602256644007286,0.002346124189003198,0.002745172329804482
B35.2,0.0,0.0,0.0,0.0,1457.0,802.0,305.0,222.0,0.0,0.0,0.0,0.0,7.947752251292194e-06,2.4306050145624155e-05,5.59702050596001e-06,1.5605158559306456e-05
B35.3,0.0,0.0,0.0,0.0,68514.0,28349.0,18594.0,10414.0,0.0,0.0,0.0,0.0,0.0003737352764207504,0.000859167351095136,0.000341216391107608,0.0007320365821469254
B35.4,0.0,0.0,0.0,0.0,15302.0,9327.0,3675.0,2601.0,0.0,0.0,0.0,0.0,8.347049069956978e-05,0.0002826714834267288,6.743950937509193e-05,0.00018283341176917158
B35.6,0.0,0.0,0.0,0.0,15904.0,9157.0,4338.0,2884.0,0.0,0.0,0.0,0.0,8.675432519186758e-05,0.0002775193281589531,7.960614739296565e-05,0.00020272647425693613
B35.8,0.0,0.0,0.0,0.0,546.0,368.0,155.0,100.0,0.0,0.0,0.0,0.0,2.9783615162701017e-06,1.1152900814949736e-05,2.8443874702419722e-06,7.029350702390296e-06
B35.9,0.0,0.0,0.0,0.0,4420.0,2444.0,1015.0,627.0,0.0,0.0,0.0,0.0,2.4110545607900824e-05,7.40698086731988e-05,1.8626150208358722e-05,4.407402890398715e-05
B36.0,0.0,0.0,0.0,0.0,8276.0,4067.0,2185.0,1325.0,0.0,0.0,0.0,0.0,4.514454195723693e-05,0.00012325773808261026,4.009668788695942e-05,9.313889680667142e-05
B36.8,0.0,0.0,0.0,0.0,141.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,7.691373146411801e-07,3.69742907452138e-06,0.0,0.0
B36.9,0.0,0.0,0.0,0.0,1269.0,748.0,319.0,219.0,0.0,0.0,0.0,0.0,6.922235831770621e-06,2.266948317821305e-05,5.853932922627027e-06,1.5394278038234748e-05
B37.0,0.0,0.0,0.0,0.0,4788.0,2914.0,1576.0,1025.0,0.0,0.0,0.0,0.0,2.6117939450368583e-05,8.831400264881394e-05,2.8920997761944183e-05,7.205084469950053e-05
B37.2,0.0,0.0,0.0,0.0,3495.0,2183.0,1423.0,828.0,0.0,0.0,0.0,0.0,1.9064786628871805e-05,6.615973499737846e-05,2.6113312065511787e-05,5.820302381579165e-05
B37.3,0.0,0.0,0.0,0.0,3021.0,2028.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6479176081780178e-05,6.146218166499474e-05,0.0,0.0
B37.31,0.0,0.0,0.0,0.0,2356.0,1701.0,1347.0,1015.0,0.0,0.0,0.0,0.0,1.2851684491451208e-05,5.1551859473449735e-05,2.471864466074798e-05,7.13479096292615e-05
B37.32,0.0,0.0,0.0,0.0,483.0,309.0,297.0,204.0,0.0,0.0,0.0,0.0,2.6347044182389362e-06,9.364799869074643e-06,5.4502134107217145e-06,1.4339875432876203e-05
B37.41,0.0,0.0,0.0,0.0,452.0,309.0,178.0,105.0,0.0,0.0,0.0,0.0,2.465603306509315e-06,9.364799869074643e-06,3.2664578690520717e-06,7.38081823750981e-06
B37.42,0.0,0.0,0.0,0.0,2080.0,1449.0,645.0,476.0,0.0,0.0,0.0,0.0,1.1346139109600388e-05,4.3914546958864587e-05,1.1836322053587562e-05,3.3459709343377804e-05
B37.49,0.0,0.0,0.0,0.0,1296.0,926.0,443.0,306.0,0.0,0.0,0.0,0.0,7.069517445212549e-06,2.806409281153113e-05,8.129442898820605e-06,2.1509813149314305e-05
B37.7,0.0,0.0,0.0,0.0,834.0,187.0,305.0,75.0,0.0,0.0,0.0,0.0,4.549365392984001e-06,5.667370794553262e-06,5.59702050596001e-06,5.272013026792721e-06
B37.81,0.0,0.0,0.0,0.0,3769.0,1310.0,1152.0,425.0,0.0,0.0,0.0,0.0,2.055942226157878e-05,3.970190235756564e-05,2.114022171431453e-05,2.9874740485158758e-05
B37.83,0.0,0.0,0.0,0.0,992.0,644.0,204.0,165.0,0.0,0.0,0.0,0.0,5.411235575347877e-06,1.9517576426162037e-05,3.7435809285765316e-06,1.1598428658943988e-05
B37.84,0.0,0.0,0.0,0.0,819.0,540.0,256.0,168.0,0.0,0.0,0.0,0.0,4.467542274405153e-06,1.6365669674111025e-05,4.697827047625451e-06,1.1809309180015696e-05
B37.89,0.0,0.0,0.0,0.0,2257.0,1569.0,590.0,418.0,0.0,0.0,0.0,0.0,1.2311651908830804e-05,4.755136244200037e-05,1.0827023273824282e-05,2.9382685935991435e-05
B37.9,0.0,0.0,0.0,0.0,5497.0,3738.0,1658.0,1134.0,0.0,0.0,0.0,0.0,2.9985445521862178e-05,0.00011328680229967965,3.0425770488136713e-05,7.971283696510596e-05
B38.1,0.0,0.0,0.0,0.0,0.0,0.0,152.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.789334809527612e-06,2.4602727458366035e-06
B38.2,0.0,0.0,0.0,0.0,689.0,115.0,184.0,53.0,0.0,0.0,0.0,0.0,3.7584085800551284e-06,3.4852815046717926e-06,3.376563190480793e-06,3.725555872266857e-06
B38.9,0.0,0.0,0.0,0.0,591.0,118.0,181.0,60.0,0.0,0.0,0.0,0.0,3.2238308720066485e-06,3.576201891750187e-06,3.321510529766432e-06,4.217610421434178e-06
B39.9,0.0,0.0,0.0,0.0,2097.0,502.0,525.0,239.0,0.0,0.0,0.0,0.0,1.1438871977323083e-05,1.5214011437784695e-05,9.634215625013133e-06,1.6800148178712805e-05
B43.2,0.0,0.0,0.0,0.0,250.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3637186429808157e-06,5.152155267775693e-06,0.0,0.0
B44.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4039661845270865e-06,1.8979246896453798e-06
B44.1,0.0,0.0,0.0,0.0,1124.0,114.0,385.0,51.0,0.0,0.0,0.0,0.0,6.1312790188417474e-06,3.4549747089789944e-06,7.065091458342964e-06,3.5849688582190506e-06
B44.7,0.0,0.0,0.0,0.0,0.0,0.0,134.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4590188452414473e-06,1.4058701404780592e-07
B44.81,0.0,0.0,0.0,0.0,0.0,0.0,285.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,5.230002767864272e-06,3.444381844171245e-06
B44.9,0.0,0.0,0.0,0.0,589.0,159.0,177.0,62.0,0.0,0.0,0.0,0.0,3.212921122862802e-06,4.818780515154913e-06,3.2481069821472846e-06,4.358197435481983e-06
B46.4,0.0,0.0,0.0,0.0,0.0,0.0,148.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.715931261908464e-06,7.029350702390296e-08
B48.8,0.0,0.0,0.0,0.0,248.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3528088938369693e-06,4.182337805606151e-06,0.0,0.0
B49.,0.0,0.0,0.0,0.0,1018.0,622.0,315.0,190.0,0.0,0.0,0.0,0.0,5.553062314217882e-06,1.885082692092048e-05,5.7805293750078794e-06,1.3355766334541562e-05
B54.,0.0,0.0,0.0,0.0,139.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,7.582275654973335e-07,3.3034407305150034e-06,0.0,0.0
B59.,0.0,0.0,0.0,0.0,0.0,0.0,177.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2481069821472846e-06,2.5305662528605062e-06
B60.00,0.0,0.0,0.0,0.0,0.0,0.0,113.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.073650220240922e-06,1.6870441685736709e-06
B65.3,0.0,0.0,0.0,0.0,353.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,1.925570723888912e-06,5.54614361178207e-06,0.0,0.0
B86.,0.0,0.0,0.0,0.0,2354.0,1441.0,578.0,327.0,0.0,0.0,0.0,0.0,1.2840774742307362e-05,4.36720925933222e-05,1.0606812630966839e-05,2.2985976796816268e-05
B88.0,0.0,0.0,0.0,0.0,278.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,1.516455130994667e-06,5.576450407474868e-06,0.0,0.0
B88.01,0.0,0.0,0.0,0.0,159.0,125.0,159.0,125.0,0.0,0.0,0.0,0.0,8.673250569357988e-07,3.7883494615997747e-06,2.91779101786112e-06,8.786688377987869e-06
B88.2,0.0,0.0,0.0,0.0,335.0,282.0,121.0,104.0,0.0,0.0,0.0,0.0,1.8273829815942932e-06,8.546516385369092e-06,2.2204573154792174e-06,7.3105247304859075e-06
B88.8,0.0,0.0,0.0,0.0,171.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32783551798878e-07,3.091293160665416e-06,0.0,0.0
B88.9,0.0,0.0,0.0,0.0,191.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0418810432373432e-06,4.091417418527756e-06,0.0,0.0
B94.8,0.0,0.0,0.0,0.0,417.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2746826964920007e-06,6.515961073951612e-06,0.0,0.0
B95.0,0.0,0.0,0.0,0.0,691.0,373.0,163.0,101.0,0.0,0.0,0.0,0.0,3.7693183291989748e-06,1.1304434793413727e-05,2.9911945654802676e-06,7.099644209414199e-06
B95.1,0.0,0.0,0.0,0.0,1165.0,565.0,279.0,140.0,0.0,0.0,0.0,0.0,6.354928876290602e-06,1.7123339566430982e-05,5.11989744643555e-06,9.841090983346414e-06
B95.2,0.0,0.0,0.0,0.0,4823.0,2171.0,1522.0,720.0,0.0,0.0,0.0,0.0,2.63088600603859e-05,6.579605344906488e-05,2.793004986908569e-05,5.0611325057210126e-05
B95.3,0.0,0.0,0.0,0.0,204.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1127944126723458e-06,3.4246679132861963e-06,0.0,0.0
B95.4,0.0,0.0,0.0,0.0,1904.0,995.0,554.0,274.0,0.0,0.0,0.0,0.0,1.0386081184941894e-05,3.0155261714334207e-05,1.0166391345251953e-05,1.926042092454941e-05
B95.5,0.0,0.0,0.0,0.0,765.0,504.0,156.0,100.0,0.0,0.0,0.0,0.0,4.172979047521296e-06,1.527462502917029e-05,2.8627383571467593e-06,7.029350702390296e-06
B95.61,0.0,0.0,0.0,0.0,7204.0,2443.0,1981.0,764.0,0.0,0.0,0.0,0.0,3.929691641613519e-05,7.4039501877506e-05,3.635310695838289e-05,5.370423936626186e-05
B95.62,0.0,0.0,0.0,0.0,9219.0,2854.0,2704.0,901.0,0.0,0.0,0.0,0.0,5.028848867856056e-05,8.649559490724606e-05,4.962079819054383e-05,6.333444982853656e-05
B95.7,0.0,0.0,0.0,0.0,3012.0,1561.0,956.0,481.0,0.0,0.0,0.0,0.0,1.643008221063287e-05,4.7308908076457983e-05,1.7543447880976296e-05,3.381117687849732e-05
B95.8,0.0,0.0,0.0,0.0,1454.0,761.0,339.0,170.0,0.0,0.0,0.0,0.0,7.931387627576424e-06,2.3063471522219428e-05,6.220950660722765e-06,1.1949896194063503e-05
B96.1,0.0,0.0,0.0,0.0,5021.0,2199.0,1851.0,843.0,0.0,0.0,0.0,0.0,2.7388925225626704e-05,6.664464372846323e-05,3.396749166076059e-05,5.925742642115019e-05
B96.20,0.0,0.0,0.0,0.0,7319.0,3820.0,2224.0,1214.0,0.0,0.0,0.0,0.0,3.992422699190636e-05,0.00011577195954648911,4.081237247624611e-05,8.533631752701819e-05
B96.29,0.0,0.0,0.0,0.0,1090.0,612.0,335.0,192.0,0.0,0.0,0.0,0.0,5.945813283396357e-06,1.8547758963992497e-05,6.147547113103618e-06,1.3496353348589367e-05
B96.3,0.0,0.0,0.0,0.0,305.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6637367444365952e-06,6.970563009343585e-06,0.0,0.0
B96.4,0.0,0.0,0.0,0.0,2633.0,1173.0,969.0,454.0,0.0,0.0,0.0,0.0,1.4362684747873951e-05,3.5549871347652283e-05,1.7782009410738526e-05,3.191325218885194e-05
B96.5,0.0,0.0,0.0,0.0,4527.0,1747.0,1663.0,636.0,0.0,0.0,0.0,0.0,2.4694217187096613e-05,5.294597207531845e-05,3.0517524922660646e-05,4.470667046720228e-05
B96.6,0.0,0.0,0.0,0.0,280.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5273648801385137e-06,3.727735870214178e-06,0.0,0.0
B96.7,0.0,0.0,0.0,0.0,221.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2055272803950411e-06,3.6065086874429855e-06,0.0,0.0
B96.81,0.0,0.0,0.0,0.0,16185.0,5770.0,4387.0,1922.0,0.0,0.0,0.0,0.0,8.828714494657802e-05,0.0001748702111474456,8.050534085130022e-05,0.00013510412049994147
B96.89,0.0,0.0,0.0,0.0,8317.0,4920.0,2275.0,1402.0,0.0,0.0,0.0,0.0,4.536819181468578e-05,0.00014910943480856713,4.174826770839024e-05,9.855149684751194e-05
B97.10,0.0,0.0,0.0,0.0,169.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,9.218738026550315e-07,4.03080382714216e-06,0.0,0.0
B97.21,0.0,0.0,0.0,0.0,1984.0,846.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0822471150695754e-05,2.5639549156107272e-05,0.0,0.0
B97.29,0.0,0.0,0.0,0.0,1316.0,775.0,226.0,153.0,0.0,0.0,0.0,0.0,7.1786149366510144e-06,2.3487766661918602e-05,4.147300440481844e-06,1.0754906574657152e-05
B97.4,0.0,0.0,0.0,0.0,2641.0,1652.0,1091.0,669.0,0.0,0.0,0.0,0.0,1.4406323744449338e-05,5.006682648450262e-05,2.002081761312253e-05,4.702635619899108e-05
B97.7,0.0,0.0,0.0,0.0,1231.0,596.0,382.0,218.0,0.0,0.0,0.0,0.0,6.714950598037537e-06,1.8062850232907724e-05,7.010038797628603e-06,1.5323984531210845e-05
B97.81,0.0,0.0,0.0,0.0,521.0,325.0,240.0,148.0,0.0,0.0,0.0,0.0,2.84198965197202e-06,9.849708600159413e-06,4.404212857148861e-06,1.0403439039537637e-05
B97.89,0.0,0.0,0.0,0.0,4374.0,1495.0,1217.0,624.0,0.0,0.0,0.0,0.0,2.385962137759235e-05,4.53086595607333e-05,2.233302936312568e-05,4.386314838291544e-05
B99.8,0.0,0.0,0.0,0.0,436.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3783253133585427e-06,5.818904773017254e-06,0.0,0.0
B99.9,0.0,0.0,0.0,0.0,1386.0,533.0,327.0,154.0,0.0,0.0,0.0,0.0,7.560456156685642e-06,1.615352210426144e-05,6.000740017865323e-06,1.0825200081681055e-05
C01.,0.0,0.0,0.0,0.0,11983.0,433.0,3749.0,266.0,0.0,0.0,0.0,0.0,6.536576199535646e-05,1.312284253498162e-05,6.879747500604616e-05,1.8698072868358187e-05
C02.1,0.0,0.0,0.0,0.0,0.0,0.0,328.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,6.019090904770109e-06,2.811740280956118e-06
C02.3,0.0,0.0,0.0,0.0,0.0,0.0,351.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4411613035802084e-06,1.8276311826214769e-06
C02.9,0.0,0.0,0.0,0.0,3204.0,395.0,1215.0,174.0,0.0,0.0,0.0,0.0,1.7477418128442134e-05,1.1971184298655287e-05,2.2296327589316108e-05,1.2231070222159114e-05
C04.9,0.0,0.0,0.0,0.0,0.0,0.0,208.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.816984476195679e-06,1.616750661549768e-06
C05.1,0.0,0.0,0.0,0.0,0.0,0.0,148.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.715931261908464e-06,9.841090983346413e-07
C06.9,0.0,0.0,0.0,0.0,761.0,201.0,227.0,70.0,0.0,0.0,0.0,0.0,4.151159549233603e-06,6.091665934252438e-06,4.165651327386631e-06,4.920545491673207e-06
C07.,0.0,0.0,0.0,0.0,3250.0,242.0,823.0,124.0,0.0,0.0,0.0,0.0,1.7728342358750606e-05,7.3342445576571635e-06,1.5102779922639635e-05,8.716394870963966e-06
C08.9,0.0,0.0,0.0,0.0,0.0,0.0,430.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,7.890881369058375e-06,3.022620802027827e-06
C09.0,0.0,0.0,0.0,0.0,2441.0,156.0,447.0,72.0,0.0,0.0,0.0,0.0,1.3315348830064686e-05,4.727860128076519e-06,8.202846446439753e-06,5.0611325057210124e-06
C09.1,0.0,0.0,0.0,0.0,0.0,0.0,231.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,4.239054875005778e-06,2.6711532669083124e-06
C09.8,0.0,0.0,0.0,0.0,0.0,0.0,399.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,7.322003875009981e-06,2.0385117036931858e-06
C09.9,0.0,0.0,0.0,0.0,9152.0,502.0,2636.0,309.0,0.0,0.0,0.0,0.0,4.9923012082241704e-05,1.5214011437784695e-05,4.8372937881018315e-05,2.1720693670386013e-05
C10.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8076856964323985e-06,3.514675351195148e-07
C10.1,0.0,0.0,0.0,0.0,0.0,0.0,148.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.715931261908464e-06,1.6870441685736709e-06
C10.2,0.0,0.0,0.0,0.0,0.0,0.0,231.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.239054875005778e-06,1.6870441685736709e-06
C10.8,0.0,0.0,0.0,0.0,0.0,0.0,879.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6130429589307703e-05,3.3740883371473418e-06
C10.9,0.0,0.0,0.0,0.0,11076.0,600.0,3428.0,319.0,0.0,0.0,0.0,0.0,6.0418190758622064e-05,1.8184077415678916e-05,6.290684030960956e-05,2.2423628740625043e-05
C11.9,0.0,0.0,0.0,0.0,0.0,0.0,283.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,5.193300994054698e-06,3.233501323099536e-06
C12.,0.0,0.0,0.0,0.0,0.0,0.0,230.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2207039881009915e-06,1.2652831264302531e-06
C13.8,0.0,0.0,0.0,0.0,0.0,0.0,131.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4039661845270865e-06,8.435220842868354e-07
C13.9,0.0,0.0,0.0,0.0,0.0,0.0,608.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1157339238110447e-05,3.725555872266857e-06
C14.0,0.0,0.0,0.0,0.0,1065.0,155.0,198.0,59.0,0.0,0.0,0.0,0.0,5.8094414190982755e-06,4.697553332383721e-06,3.63347560714781e-06,4.147316914410274e-06
C14.8,0.0,0.0,0.0,0.0,1266.0,102.0,503.0,43.0,0.0,0.0,0.0,0.0,6.905871208054851e-06,3.091293160665416e-06,9.23049611310782e-06,3.022620802027827e-06
C15.3,0.0,0.0,0.0,0.0,0.0,0.0,251.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,4.606072613101516e-06,1.8276311826214769e-06
C15.4,0.0,0.0,0.0,0.0,0.0,0.0,420.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,7.707372500010506e-06,1.6870441685736709e-06
C15.5,0.0,0.0,0.0,0.0,9599.0,267.0,3678.0,176.0,0.0,0.0,0.0,0.0,5.2361341015891404e-05,8.091914449977118e-06,6.749456203580628e-05,1.237165723620692e-05
C15.8,0.0,0.0,0.0,0.0,0.0,0.0,381.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,6.991687910723816e-06,2.6008597598844093e-06
C15.9,0.0,0.0,0.0,0.0,10988.0,502.0,4541.0,319.0,0.0,0.0,0.0,0.0,5.9938161796292816e-05,1.5214011437784695e-05,8.33313774346374e-05,2.2423628740625043e-05
C16.0,0.0,0.0,0.0,0.0,957.0,101.0,421.0,57.0,0.0,0.0,0.0,0.0,5.220314965330563e-06,3.060986364972618e-06,7.725723386915293e-06,4.006729900362469e-06
C16.1,0.0,0.0,0.0,0.0,0.0,0.0,103.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8901413511930527e-06,2.8117402809561183e-07
C16.2,0.0,0.0,0.0,0.0,0.0,0.0,478.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,8.771723940488148e-06,3.022620802027827e-06
C16.9,0.0,0.0,0.0,0.0,5741.0,295.0,2253.0,159.0,0.0,0.0,0.0,0.0,3.1316434917411455e-05,8.940504729375468e-06,4.1344548196484927e-05,1.117666761680057e-05
C17.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7.98263580358231e-06,1.757337675597574e-06
C17.9,0.0,0.0,0.0,0.0,0.0,0.0,201.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6885282678621708e-06,2.5305662528605062e-06
C18.0,0.0,0.0,0.0,0.0,1676.0,200.0,397.0,91.0,0.0,0.0,0.0,0.0,9.142369782543388e-06,6.06135913855964e-06,7.2853021012004066e-06,6.396709139175169e-06
C18.1,0.0,0.0,0.0,0.0,2096.0,127.0,1100.0,84.0,0.0,0.0,0.0,0.0,1.1433417102751159e-05,3.8489630529853705e-06,2.0185975595265612e-05,5.904654590007848e-06
C18.2,0.0,0.0,0.0,0.0,7325.0,410.0,2202.0,203.0,0.0,0.0,0.0,0.0,3.9956956239337904e-05,1.242578623404726e-05,4.04086529643408e-05,1.42695819258523e-05
C18.4,0.0,0.0,0.0,0.0,2551.0,146.0,649.0,73.0,0.0,0.0,0.0,0.0,1.3915385032976244e-05,4.424792171148537e-06,1.190972560120671e-05,5.131426012744916e-06
C18.5,0.0,0.0,0.0,0.0,0.0,0.0,180.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3031596428616454e-06,1.1949896194063502e-06
C18.6,0.0,0.0,0.0,0.0,1769.0,124.0,738.0,53.0,0.0,0.0,0.0,0.0,9.649673117732253e-06,3.758042665906976e-06,1.3542954535732747e-05,3.725555872266857e-06
C18.7,0.0,0.0,0.0,0.0,5743.0,335.0,1883.0,179.0,0.0,0.0,0.0,0.0,3.13273446665553e-05,1.0152776557087396e-05,3.455472004171377e-05,1.2582537757278629e-05
C18.8,0.0,0.0,0.0,0.0,617.0,118.0,219.0,59.0,0.0,0.0,0.0,0.0,3.3656576108766533e-06,3.576201891750187e-06,4.018844232148335e-06,4.147316914410274e-06
C18.9,0.0,0.0,0.0,0.0,18401.0,1860.0,6225.0,1010.0,0.0,0.0,0.0,0.0,0.00010037514699795996,5.6370639988604644e-05,0.00011423427098229858,7.099644209414198e-05
C19.,0.0,0.0,0.0,0.0,1514.0,194.0,491.0,75.0,0.0,0.0,0.0,0.0,8.25868010189182e-06,5.87951836440285e-06,9.010285470250378e-06,5.272013026792721e-06
C20.,0.0,0.0,0.0,0.0,17319.0,580.0,6425.0,395.0,0.0,0.0,0.0,0.0,9.4472972711139e-05,1.7577941501822954e-05,0.00011790444836325595,2.7765935274441667e-05
C21.0,0.0,0.0,0.0,0.0,1990.0,150.0,728.0,74.0,0.0,0.0,0.0,0.0,1.0855200398127294e-05,4.546019353919729e-06,1.3359445666684877e-05,5.201719519768819e-06
C21.1,0.0,0.0,0.0,0.0,1902.0,109.0,579.0,53.0,0.0,0.0,0.0,0.0,1.0375171435798046e-05,3.3034407305150034e-06,1.0625163517871626e-05,3.725555872266857e-06
C21.8,0.0,0.0,0.0,0.0,1395.0,108.0,507.0,38.0,0.0,0.0,0.0,0.0,7.609550027832952e-06,3.2731339348222053e-06,9.303899660726968e-06,2.6711532669083124e-06
C22.0,0.0,0.0,0.0,0.0,25760.0,911.0,9184.0,631.0,0.0,0.0,0.0,0.0,0.00014051756897274327,2.7609490876139157e-05,0.00016853454533356305,4.4355202932082764e-05
C22.1,0.0,0.0,0.0,0.0,3174.0,150.0,1510.0,89.0,0.0,0.0,0.0,0.0,1.7313771891284436e-05,4.546019353919729e-06,2.7709839226228247e-05,6.256122125127363e-06
C22.7,0.0,0.0,0.0,0.0,2039.0,299.0,845.0,135.0,0.0,0.0,0.0,0.0,1.1122489252151533e-05,9.06173191214666e-06,1.5506499434544946e-05,9.489623448226899e-06
C22.8,0.0,0.0,0.0,0.0,5796.0,411.0,2119.0,223.0,0.0,0.0,0.0,0.0,3.1616453018867235e-05,1.2456093029740059e-05,3.888552935124348e-05,1.567545206633036e-05
C22.9,0.0,0.0,0.0,0.0,2644.0,429.0,1260.0,218.0,0.0,0.0,0.0,0.0,1.4422688368165107e-05,1.3001615352210427e-05,2.3122117500031518e-05,1.5323984531210845e-05
C23.,0.0,0.0,0.0,0.0,0.0,0.0,605.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102286577396086e-05,2.6008597598844093e-06
C24.1,0.0,0.0,0.0,0.0,0.0,0.0,646.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1854672940492349e-05,2.741446773932215e-06
C24.8,0.0,0.0,0.0,0.0,0.0,0.0,104.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9084922380978395e-06,8.435220842868354e-07
C24.9,0.0,0.0,0.0,0.0,0.0,0.0,332.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,6.092494452389257e-06,2.6008597598844093e-06
C25.0,0.0,0.0,0.0,0.0,3991.0,265.0,1917.0,159.0,0.0,0.0,0.0,0.0,2.1770404416545743e-05,8.031300858591522e-06,3.517865019647652e-05,1.117666761680057e-05
C25.1,0.0,0.0,0.0,0.0,1789.0,134.0,918.0,79.0,0.0,0.0,0.0,0.0,9.758770609170717e-06,4.061110622834958e-06,1.6846114178594393e-05,5.553187054888334e-06
C25.2,0.0,0.0,0.0,0.0,1497.0,129.0,506.0,74.0,0.0,0.0,0.0,0.0,8.165947234169125e-06,3.909576644370968e-06,9.285548773822181e-06,5.201719519768819e-06
C25.3,0.0,0.0,0.0,0.0,1529.0,292.0,543.0,134.0,0.0,0.0,0.0,0.0,8.34050322047067e-06,8.849584342297073e-06,9.964531589299298e-06,9.419329941202996e-06
