ICD10Code,trad_icd_count,BFA_icd_count,trad_%,BFA_%
S04.52XS,1,0,4.1308785787022006e-12,0.0
A64.,1,1,4.1308785787022006e-12,9.150679611969598e-12
A87.9,0,1,0.0,9.150679611969598e-12
D33.2,1,0,4.1308785787022006e-12,0.0
E26.89,1,0,4.1308785787022006e-12,0.0
K51.00,1,0,4.1308785787022006e-12,0.0
K59.9,5,0,2.0654392893511e-11,0.0
M05.731,1,0,4.1308785787022006e-12,0.0
M14.871,2,0,8.261757157404401e-12,0.0
M67.814,2,1,8.261757157404401e-12,9.150679611969598e-12
E85.9,34,3,1.404498716758748e-10,2.7452038835908793e-11
Q05.9,1,0,4.1308785787022006e-12,0.0
R14.1,1,0,4.1308785787022006e-12,0.0
R19.00,0,1,0.0,9.150679611969598e-12
S14.125S,2,0,8.261757157404401e-12,0.0
S82.042S,1,0,4.1308785787022006e-12,0.0
S91.301S,0,1,0.0,9.150679611969598e-12
S29.019A,2,1,8.261757157404401e-12,9.150679611969598e-12
S32.038S,7,0,2.8916150050915402e-11,0.0
S33.2XXS,4,1,1.6523514314808802e-11,9.150679611969598e-12
S36.09XD,0,2,0.0,1.8301359223939195e-11
S42.031A,1,0,4.1308785787022006e-12,0.0
S43.085S,1,0,4.1308785787022006e-12,0.0
S74.01XD,1,0,4.1308785787022006e-12,0.0
M62.441,12,0,4.9570542944426407e-11,0.0
M99.11,13,1,5.3701421523128606e-11,9.150679611969598e-12
Q27.39,1,0,4.1308785787022006e-12,0.0
R94.121,1,0,4.1308785787022006e-12,0.0
S44.90XS,0,1,0.0,9.150679611969598e-12
S64.01XD,1,0,4.1308785787022006e-12,0.0
S33.131D,1,0,4.1308785787022006e-12,0.0
S50.341A,0,1,0.0,9.150679611969598e-12
S74.00XD,1,0,4.1308785787022006e-12,0.0
S80.01XD,0,2,0.0,1.8301359223939195e-11
S86.891A,0,1,0.0,9.150679611969598e-12
S90.32XA,0,1,0.0,9.150679611969598e-12
S93.05XD,0,1,0.0,9.150679611969598e-12
I82.592,1,0,4.1308785787022006e-12,0.0
S14.153D,1,2,4.1308785787022006e-12,1.8301359223939195e-11
S22.040A,2,0,8.261757157404401e-12,0.0
T43.595S,5,0,2.0654392893511e-11,0.0
W22.8XXS,1,0,4.1308785787022006e-12,0.0
S22.22XS,0,2,0.0,1.8301359223939195e-11
S82.455A,1,1,4.1308785787022006e-12,9.150679611969598e-12
S93.412S,1,0,4.1308785787022006e-12,0.0
S88.912A,0,1,0.0,9.150679611969598e-12
S14.153S,2,0,8.261757157404401e-12,0.0
S82.034A,2,0,8.261757157404401e-12,0.0
K75.89,1,0,4.1308785787022006e-12,0.0
L02.612,2,0,8.261757157404401e-12,0.0
L03.011,2,0,8.261757157404401e-12,0.0
L74.512,2,0,8.261757157404401e-12,0.0
J04.0,2,0,8.261757157404401e-12,0.0
R80.8,1,0,4.1308785787022006e-12,0.0
M20.012,2,0,8.261757157404401e-12,0.0
H02.402,1,0,4.1308785787022006e-12,0.0
H60.312,0,1,0.0,9.150679611969598e-12
H94.81,0,1,0.0,9.150679611969598e-12
J45.42,1,0,4.1308785787022006e-12,0.0
K06.1,1,0,4.1308785787022006e-12,0.0
L13.8,1,0,4.1308785787022006e-12,0.0
G44.84,8,0,3.3047028629617605e-11,0.0
M65.861,2,0,8.261757157404401e-12,0.0
S91.302S,0,2,0.0,1.8301359223939195e-11
S91.341A,1,0,4.1308785787022006e-12,0.0
T40.2X1A,0,1,0.0,9.150679611969598e-12
T67.2XXA,0,1,0.0,9.150679611969598e-12
H90.41,0,1,0.0,9.150679611969598e-12
L97.322,0,7,0.0,6.405475728378719e-11
R90.82,0,1,0.0,9.150679611969598e-12
S14.124D,5,1,2.0654392893511e-11,9.150679611969598e-12
W06.XXXA,1,2,4.1308785787022006e-12,1.8301359223939195e-11
W17.89XA,1,0,4.1308785787022006e-12,0.0
Z62.810,2,0,8.261757157404401e-12,0.0
I25.82,0,1,0.0,9.150679611969598e-12
I42.8,0,4,0.0,3.660271844787839e-11
M67.952,1,0,4.1308785787022006e-12,0.0
S29.011A,4,2,1.6523514314808802e-11,1.8301359223939195e-11
S39.013A,1,0,4.1308785787022006e-12,0.0
M43.5X9,1,0,4.1308785787022006e-12,0.0
Q68.8,1,0,4.1308785787022006e-12,0.0
Q78.1,0,2,0.0,1.8301359223939195e-11
S00.81XA,1,1,4.1308785787022006e-12,9.150679611969598e-12
H44.133,3,0,1.2392635736106602e-11,0.0
K50.811,1,0,4.1308785787022006e-12,0.0
M61.551,1,0,4.1308785787022006e-12,0.0
T84.59XD,2,0,8.261757157404401e-12,0.0
S20.211A,1,0,4.1308785787022006e-12,0.0
S24.2XXS,3,2,1.2392635736106602e-11,1.8301359223939195e-11
S29.9XXD,1,0,4.1308785787022006e-12,0.0
S52.502S,1,0,4.1308785787022006e-12,0.0
S63.630A,1,0,4.1308785787022006e-12,0.0
S66.211A,1,0,4.1308785787022006e-12,0.0
S81.832S,1,0,4.1308785787022006e-12,0.0
E83.110,1,1,4.1308785787022006e-12,9.150679611969598e-12
I69.998,1,0,4.1308785787022006e-12,0.0
M40.46,4,0,1.6523514314808802e-11,0.0
M71.572,4,0,1.6523514314808802e-11,0.0
O03.9,2,0,8.261757157404401e-12,0.0
O26.40,1,0,4.1308785787022006e-12,0.0
S87.81XD,1,0,4.1308785787022006e-12,0.0
C44.321,1,5,4.1308785787022006e-12,4.5753398059847985e-11
D03.60,0,1,0.0,9.150679611969598e-12
D05.81,1,0,4.1308785787022006e-12,0.0
D22.5,3,0,1.2392635736106602e-11,0.0
S47.1XXS,1,0,4.1308785787022006e-12,0.0
G44.099,2,2,8.261757157404401e-12,1.8301359223939195e-11
C44.91,0,3,0.0,2.7452038835908793e-11
Z31.9,4,0,1.6523514314808802e-11,0.0
Z53.8,1,0,4.1308785787022006e-12,0.0
Z56.3,9,1,3.7177907208319803e-11,9.150679611969598e-12
C32.1,0,2,0.0,1.8301359223939195e-11
I70.312,1,0,4.1308785787022006e-12,0.0
Z04.2,0,4,0.0,3.660271844787839e-11
Z48.3,1,0,4.1308785787022006e-12,0.0
Z53.9,2,1,8.261757157404401e-12,9.150679611969598e-12
Z87.441,0,1,0.0,9.150679611969598e-12
S20.211D,1,0,4.1308785787022006e-12,0.0
S22.010A,0,1,0.0,9.150679611969598e-12
S42.301A,0,1,0.0,9.150679611969598e-12
D44.10,0,1,0.0,9.150679611969598e-12
C81.11,1,0,4.1308785787022006e-12,0.0
H60.10,1,0,4.1308785787022006e-12,0.0
H60.559,1,0,4.1308785787022006e-12,0.0
I67.82,1,0,4.1308785787022006e-12,0.0
I73.1,4,0,1.6523514314808802e-11,0.0
I80.221,1,0,4.1308785787022006e-12,0.0
K22.9,1,0,4.1308785787022006e-12,0.0
K72.90,1,0,4.1308785787022006e-12,0.0
L02.838,1,0,4.1308785787022006e-12,0.0
L64.9,1,0,4.1308785787022006e-12,0.0
J38.1,1,1,4.1308785787022006e-12,9.150679611969598e-12
J39.9,8,1,3.3047028629617605e-11,9.150679611969598e-12
K00.9,0,1,0.0,9.150679611969598e-12
K80.63,0,1,0.0,9.150679611969598e-12
L60.2,1,1,4.1308785787022006e-12,9.150679611969598e-12
M25.471,0,1,0.0,9.150679611969598e-12
S22.030S,3,1,1.2392635736106602e-11,9.150679611969598e-12
S29.019D,0,1,0.0,9.150679611969598e-12
S70.11XA,2,0,8.261757157404401e-12,0.0
S76.011S,1,1,4.1308785787022006e-12,9.150679611969598e-12
S80.912S,1,1,4.1308785787022006e-12,9.150679611969598e-12
S92.334A,1,0,4.1308785787022006e-12,0.0
T51.94XD,0,3,0.0,2.7452038835908793e-11
T38.6X5D,1,0,4.1308785787022006e-12,0.0
Z63.6,8,0,3.3047028629617605e-11,0.0
Z74.2,3,0,1.2392635736106602e-11,0.0
W57.XXXS,0,1,0.0,9.150679611969598e-12
X94.2XXS,1,0,4.1308785787022006e-12,0.0
M25.859,5,1,2.0654392893511e-11,9.150679611969598e-12
C41.1,0,5,0.0,4.5753398059847985e-11
C31.0,1,0,4.1308785787022006e-12,0.0
C34.2,0,4,0.0,3.660271844787839e-11
E26.9,0,1,0.0,9.150679611969598e-12
B30.9,1,0,4.1308785787022006e-12,0.0
D21.6,1,1,4.1308785787022006e-12,9.150679611969598e-12
S24.101D,0,2,0.0,1.8301359223939195e-11
S24.143D,0,3,0.0,2.7452038835908793e-11
N39.42,4,0,1.6523514314808802e-11,0.0
S22.070S,3,2,1.2392635736106602e-11,1.8301359223939195e-11
S24.153A,0,1,0.0,9.150679611969598e-12
S43.005S,0,1,0.0,9.150679611969598e-12
S52.532S,1,0,4.1308785787022006e-12,0.0
S72.042D,0,1,0.0,9.150679611969598e-12
S76.292D,0,1,0.0,9.150679611969598e-12
H93.8X9,0,1,0.0,9.150679611969598e-12
I13.10,0,4,0.0,3.660271844787839e-11
I42.2,1,1,4.1308785787022006e-12,9.150679611969598e-12
I70.222,1,1,4.1308785787022006e-12,9.150679611969598e-12
K91.2,1,1,4.1308785787022006e-12,9.150679611969598e-12
L03.113,0,1,0.0,9.150679611969598e-12
M06.341,1,0,4.1308785787022006e-12,0.0
M14.819,0,7,0.0,6.405475728378719e-11
Q82.0,0,1,0.0,9.150679611969598e-12
R37.,1,0,4.1308785787022006e-12,0.0
S22.088S,11,1,4.54396643657242e-11,9.150679611969598e-12
S88.911S,0,10,0.0,9.150679611969597e-11
H20.12,1,0,4.1308785787022006e-12,0.0
H55.89,16,1,6.609405725923521e-11,9.150679611969598e-12
Z77.118,4,0,1.6523514314808802e-11,0.0
C34.30,3,0,1.2392635736106602e-11,0.0
F40.8,8,1,3.3047028629617605e-11,9.150679611969598e-12
M84.350S,2,0,8.261757157404401e-12,0.0
M06.032,1,0,4.1308785787022006e-12,0.0
M48.8X9,15,1,6.1963178680533e-11,9.150679611969598e-12
M65.831,3,0,1.2392635736106602e-11,0.0
M65.871,10,4,4.1308785787022e-11,3.660271844787839e-11
N45.2,3,0,1.2392635736106602e-11,0.0
R90.89,2,0,8.261757157404401e-12,0.0
M93.1,2,0,8.261757157404401e-12,0.0
M85.841,1,0,4.1308785787022006e-12,0.0
F48.8,6,1,2.4785271472213203e-11,9.150679611969598e-12
I45.89,1,0,4.1308785787022006e-12,0.0
I81.,0,1,0.0,9.150679611969598e-12
S42.002A,1,0,4.1308785787022006e-12,0.0
S44.92XD,0,1,0.0,9.150679611969598e-12
S46.819A,0,9,0.0,8.235611650772638e-11
Z08.,1,0,4.1308785787022006e-12,0.0
D32.1,1,0,4.1308785787022006e-12,0.0
K40.31,2,1,8.261757157404401e-12,9.150679611969598e-12
L40.51,15,2,6.1963178680533e-11,1.8301359223939195e-11
E73.9,1,0,4.1308785787022006e-12,0.0
D13.6,2,0,8.261757157404401e-12,0.0
D51.3,2,0,8.261757157404401e-12,0.0
F31.72,0,2,0.0,1.8301359223939195e-11
G40.011,0,1,0.0,9.150679611969598e-12
K31.819,0,1,0.0,9.150679611969598e-12
M02.811,1,0,4.1308785787022006e-12,0.0
S46.809A,3,0,1.2392635736106602e-11,0.0
S34.21XD,4,0,1.6523514314808802e-11,0.0
S74.12XA,15,0,6.1963178680533e-11,0.0
T79.A29D,9,0,3.7177907208319803e-11,0.0
C14.0,0,1,0.0,9.150679611969598e-12
C24.9,0,4,0.0,3.660271844787839e-11
C41.3,4,0,1.6523514314808802e-11,0.0
C62.91,4,1,1.6523514314808802e-11,9.150679611969598e-12
H40.1211,2,0,8.261757157404401e-12,0.0
L81.0,1,0,4.1308785787022006e-12,0.0
M32.15,0,2,0.0,1.8301359223939195e-11
I11.0,5,8,2.0654392893511e-11,7.320543689575678e-11
R58.,0,2,0.0,1.8301359223939195e-11
R71.0,0,2,0.0,1.8301359223939195e-11
S52.532A,0,1,0.0,9.150679611969598e-12
T84.092D,0,6,0.0,5.4904077671817586e-11
N94.12,1,0,4.1308785787022006e-12,0.0
E11.3293,1,2,4.1308785787022006e-12,1.8301359223939195e-11
I16.1,1,2,4.1308785787022006e-12,1.8301359223939195e-11
N13.0,1,1,4.1308785787022006e-12,9.150679611969598e-12
L56.2,0,1,0.0,9.150679611969598e-12
L60.3,1,12,4.1308785787022006e-12,1.0980815534363517e-10
L75.9,0,1,0.0,9.150679611969598e-12
L85.9,0,1,0.0,9.150679611969598e-12
M86.8X7,0,12,0.0,1.0980815534363517e-10
N13.39,0,2,0.0,1.8301359223939195e-11
D49.519,0,11,0.0,1.0065747573166556e-10
M87.011,12,0,4.9570542944426407e-11,0.0
N52.01,2,0,8.261757157404401e-12,0.0
R19.09,2,0,8.261757157404401e-12,0.0
S43.109D,1,0,4.1308785787022006e-12,0.0
S46.392D,1,0,4.1308785787022006e-12,0.0
S76.892S,1,0,4.1308785787022006e-12,0.0
K08.439,0,1,0.0,9.150679611969598e-12
M13.112,0,1,0.0,9.150679611969598e-12
M1A.00X0,4,2,1.6523514314808802e-11,1.8301359223939195e-11
M19.121,0,3,0.0,2.7452038835908793e-11
M23.262,0,1,0.0,9.150679611969598e-12
M60.88,13,1,5.3701421523128606e-11,9.150679611969598e-12
A31.0,0,2,0.0,1.8301359223939195e-11
B34.9,1,4,4.1308785787022006e-12,3.660271844787839e-11
C10.2,0,5,0.0,4.5753398059847985e-11
C13.9,0,3,0.0,2.7452038835908793e-11
C25.4,0,3,0.0,2.7452038835908793e-11
C34.81,0,1,0.0,9.150679611969598e-12
C45.0,3,9,1.2392635736106602e-11,8.235611650772638e-11
M24.112,1,0,4.1308785787022006e-12,0.0
M84.372G,0,1,0.0,9.150679611969598e-12
N11.9,0,1,0.0,9.150679611969598e-12
N36.8,0,1,0.0,9.150679611969598e-12
S04.31XD,4,0,1.6523514314808802e-11,0.0
S06.6X4S,1,1,4.1308785787022006e-12,9.150679611969598e-12
S06.9X1D,0,1,0.0,9.150679611969598e-12
S06.9X1S,1,1,4.1308785787022006e-12,9.150679611969598e-12
S06.9X9A,1,0,4.1308785787022006e-12,0.0
S06.9X9D,0,1,0.0,9.150679611969598e-12
S59.902A,1,0,4.1308785787022006e-12,0.0
S88.912D,1,0,4.1308785787022006e-12,0.0
S96.112D,0,1,0.0,9.150679611969598e-12
Z01.812,0,3,0.0,2.7452038835908793e-11
Z43.2,0,1,0.0,9.150679611969598e-12
Z51.11,0,3,0.0,2.7452038835908793e-11
Z51.12,0,3,0.0,2.7452038835908793e-11
A08.39,0,1,0.0,9.150679611969598e-12
A41.4,0,1,0.0,9.150679611969598e-12
A51.1,0,1,0.0,9.150679611969598e-12
A54.09,0,1,0.0,9.150679611969598e-12
B36.9,0,1,0.0,9.150679611969598e-12
C18.6,0,1,0.0,9.150679611969598e-12
C43.60,1,0,4.1308785787022006e-12,0.0
C44.82,0,1,0.0,9.150679611969598e-12
C77.9,0,1,0.0,9.150679611969598e-12
C78.4,0,1,0.0,9.150679611969598e-12
C79.81,0,1,0.0,9.150679611969598e-12
C79.11,0,1,0.0,9.150679611969598e-12
C7A.019,0,1,0.0,9.150679611969598e-12
C92.10,2,3,8.261757157404401e-12,2.7452038835908793e-11
D68.62,0,2,0.0,1.8301359223939195e-11
E85.0,0,1,0.0,9.150679611969598e-12
F12.250,0,2,0.0,1.8301359223939195e-11
F31.10,0,2,0.0,1.8301359223939195e-11
I49.8,0,3,0.0,2.7452038835908793e-11
I69.890,0,2,0.0,1.8301359223939195e-11
I82.403,1,1,4.1308785787022006e-12,9.150679611969598e-12
I82.502,0,2,0.0,1.8301359223939195e-11
I82.90,0,2,0.0,1.8301359223939195e-11
J93.9,0,2,0.0,1.8301359223939195e-11
K02.51,2,0,8.261757157404401e-12,0.0
K02.63,4,0,1.6523514314808802e-11,0.0
K08.411,2,0,8.261757157404401e-12,0.0
K57.21,0,2,0.0,1.8301359223939195e-11
K64.2,1,5,4.1308785787022006e-12,4.5753398059847985e-11
K70.11,0,2,0.0,1.8301359223939195e-11
Z52.4,0,1,0.0,9.150679611969598e-12
F42.2,2,0,8.261757157404401e-12,0.0
I69.318,0,1,0.0,9.150679611969598e-12
R93.429,0,2,0.0,1.8301359223939195e-11
T83.61XA,0,1,0.0,9.150679611969598e-12
I69.311,2,1,8.261757157404401e-12,9.150679611969598e-12
K59.39,1,0,4.1308785787022006e-12,0.0
M97.01XA,1,0,4.1308785787022006e-12,0.0
M04.8,2,0,8.261757157404401e-12,0.0
R93.421,2,0,8.261757157404401e-12,0.0
H34.8310,11,0,4.54396643657242e-11,0.0
N83.291,0,1,0.0,9.150679611969598e-12
T07.XXXA,1,0,4.1308785787022006e-12,0.0
H54.2X11,1,0,4.1308785787022006e-12,0.0
N18.31,23,23,9.501020731015061e-11,2.1046563107530072e-10
J84.178,26,0,1.0740284304625721e-10,0.0
M26.643,22,3,9.08793287314484e-11,2.7452038835908793e-11
M26.659,23,3,9.501020731015061e-11,2.7452038835908793e-11
N18.30,23,19,9.501020731015061e-11,1.7386291262742234e-10
M06.0A,1,0,4.1308785787022006e-12,0.0
M26.641,16,0,6.609405725923521e-11,0.0
I50.82,1,0,4.1308785787022006e-12,0.0
N35.911,1,0,4.1308785787022006e-12,0.0
Z96.82,2,1,8.261757157404401e-12,9.150679611969598e-12
M26.642,21,1,8.674845015274621e-11,9.150679611969598e-12
R51.0,56,6,2.3132920040732322e-10,5.4904077671817586e-11
F10.130,12,0,4.9570542944426407e-11,0.0
F10.939,2,5,8.261757157404401e-12,4.5753398059847985e-11
M26.652,5,3,2.0654392893511e-11,2.7452038835908793e-11
R74.01,5,14,2.0654392893511e-11,1.2810951456757437e-10
M26.651,6,3,2.4785271472213203e-11,2.7452038835908793e-11
F10.139,2,4,8.261757157404401e-12,3.660271844787839e-11
K74.00,2,1,8.261757157404401e-12,9.150679611969598e-12
K74.02,1,3,4.1308785787022006e-12,2.7452038835908793e-11
Q93.51,1,0,4.1308785787022006e-12,0.0
K21.01,3,1,1.2392635736106602e-11,9.150679611969598e-12
K74.01,1,0,4.1308785787022006e-12,0.0
M26.649,13,2,5.3701421523128606e-11,1.8301359223939195e-11
K20.80,1,0,4.1308785787022006e-12,0.0
M24.69,0,1,0.0,9.150679611969598e-12
H18.513,2,0,8.261757157404401e-12,0.0
K20.81,0,1,0.0,9.150679611969598e-12
G71.21,1,2,4.1308785787022006e-12,1.8301359223939195e-11
M05.8A,1,0,4.1308785787022006e-12,0.0
M06.8A,8,0,3.3047028629617605e-11,0.0
Z86.16,14,20,5.7832300101830805e-11,1.8301359223939194e-10
S24.143S,1,0,4.1308785787022006e-12,0.0
S27.808A,2,0,8.261757157404401e-12,0.0
S72.044S,0,1,0.0,9.150679611969598e-12
Z91.014,49,37,2.0241305035640782e-10,3.3857514564287507e-10
R35.81,23,0,9.501020731015061e-11,0.0
Z59.812,36,3,1.4871162883327921e-10,2.7452038835908793e-11
Z59.819,1,8,4.1308785787022006e-12,7.320543689575678e-11
Z59.01,30,14,1.23926357361066e-10,1.2810951456757437e-10
R05.8,1,3,4.1308785787022006e-12,2.7452038835908793e-11
Z59.811,4,7,1.6523514314808802e-11,6.405475728378719e-11
Z59.89,10,1,4.1308785787022e-11,9.150679611969598e-12
Z59.02,6,4,2.4785271472213203e-11,3.660271844787839e-11
S43.085D,1,0,4.1308785787022006e-12,0.0
S76.109S,0,1,0.0,9.150679611969598e-12
S86.012D,2,2,8.261757157404401e-12,1.8301359223939195e-11
Q61.9,1,0,4.1308785787022006e-12,0.0
S83.511D,3,1,1.2392635736106602e-11,9.150679611969598e-12
S82.61XS,4,0,1.6523514314808802e-11,0.0
S86.091S,3,0,1.2392635736106602e-11,0.0
S48.122S,1,0,4.1308785787022006e-12,0.0
G56.80,0,2,0.0,1.8301359223939195e-11
R45.86,40,15,1.65235143148088e-10,1.3726019417954397e-10
H01.135,1,0,4.1308785787022006e-12,0.0
M20.002,1,0,4.1308785787022006e-12,0.0
M21.70,3,1,1.2392635736106602e-11,9.150679611969598e-12
M47.891,1,0,4.1308785787022006e-12,0.0
S14.103A,12,0,4.9570542944426407e-11,0.0
R05.2,5,3,2.0654392893511e-11,2.7452038835908793e-11
M87.112,1,0,4.1308785787022006e-12,0.0
M00.869,1,0,4.1308785787022006e-12,0.0
M48.36,1,0,4.1308785787022006e-12,0.0
M66.311,1,0,4.1308785787022006e-12,0.0
M94.8X1,0,1,0.0,9.150679611969598e-12
S88.012D,1,0,4.1308785787022006e-12,0.0
I87.319,0,3,0.0,2.7452038835908793e-11
M45.A6,110,0,4.5439664365724205e-10,0.0
Z02.79,4,0,1.6523514314808802e-11,0.0
S42.002S,5,1,2.0654392893511e-11,9.150679611969598e-12
S42.022D,0,4,0.0,3.660271844787839e-11
S43.311D,4,0,1.6523514314808802e-11,0.0
S06.5X0D,0,2,0.0,1.8301359223939195e-11
T68.XXXD,0,1,0.0,9.150679611969598e-12
S73.011S,4,0,1.6523514314808802e-11,0.0
F43.81,25,4,1.03271964467555e-10,3.660271844787839e-11
D75.839,2,2,8.261757157404401e-12,1.8301359223939195e-11
M45.A5,1,0,4.1308785787022006e-12,0.0
M45.A4,2,0,8.261757157404401e-12,0.0
K31.A0,1,0,4.1308785787022006e-12,0.0
M45.A0,1,0,4.1308785787022006e-12,0.0
F02.B0,2,0,8.261757157404401e-12,0.0
F03.93,9,18,3.7177907208319803e-11,1.6471223301545275e-10
G93.31,18,0,7.435581441663961e-11,0.0
S06.89AS,1,0,4.1308785787022006e-12,0.0
F01.B18,1,0,4.1308785787022006e-12,0.0
F03.911,0,1,0.0,9.150679611969598e-12
I71.21,1,3,4.1308785787022006e-12,2.7452038835908793e-11
N80.103,1,0,4.1308785787022006e-12,0.0
N80.00,7,1,2.8916150050915402e-11,9.150679611969598e-12
F06.70,7,0,2.8916150050915402e-11,0.0
N80.41,0,1,0.0,9.150679611969598e-12
S06.0XAS,2,2,8.261757157404401e-12,1.8301359223939195e-11
G93.32,15,3,6.1963178680533e-11,2.7452038835908793e-11
I71.011,1,1,4.1308785787022006e-12,9.150679611969598e-12
I71.40,4,4,1.6523514314808802e-11,3.660271844787839e-11
F03.B0,0,3,0.0,2.7452038835908793e-11
F12.91,1,0,4.1308785787022006e-12,0.0
S06.2XAA,1,2,4.1308785787022006e-12,1.8301359223939195e-11
Z60.9,2,1,8.261757157404401e-12,9.150679611969598e-12
K50.812,0,2,0.0,1.8301359223939195e-11
K94.00,0,1,0.0,9.150679611969598e-12
M1A.09X1,1,0,4.1308785787022006e-12,0.0
F10.91,10,3,4.1308785787022e-11,2.7452038835908793e-11
F02.A0,4,1,1.6523514314808802e-11,9.150679611969598e-12
I77.82,4,0,1.6523514314808802e-11,0.0
F14.91,4,8,1.6523514314808802e-11,7.320543689575678e-11
T43.655A,0,4,0.0,3.660271844787839e-11
F03.B18,1,1,4.1308785787022006e-12,9.150679611969598e-12
V29.498S,0,2,0.0,1.8301359223939195e-11
T43.655D,0,4,0.0,3.660271844787839e-11
G90.A,14,1,5.7832300101830805e-11,9.150679611969598e-12
F03.92,2,0,8.261757157404401e-12,0.0
E88.810,9,5,3.7177907208319803e-11,4.5753398059847985e-11
G20.A2,22,9,9.08793287314484e-11,8.235611650772638e-11
K63.8219,0,1,0.0,9.150679611969598e-12
G43.E01,48,13,1.9828217177770563e-10,1.1895883495560475e-10
M51.371,14,4,5.7832300101830805e-11,3.660271844787839e-11
F50.811,7,2,2.8916150050915402e-11,1.8301359223939195e-11
E66.813,7,5,2.8916150050915402e-11,4.5753398059847985e-11
S52.532D,0,1,0.0,9.150679611969598e-12
K29.71,1,0,4.1308785787022006e-12,0.0
M25.619,0,1,0.0,9.150679611969598e-12
S42.302D,0,1,0.0,9.150679611969598e-12
F11.13,2,1,8.261757157404401e-12,9.150679611969598e-12
J44.89,68,1,2.808997433517496e-10,9.150679611969598e-12
I47.19,1,0,4.1308785787022006e-12,0.0
D13.91,0,1,0.0,9.150679611969598e-12
W44.H1XD,1,0,4.1308785787022006e-12,0.0
D48.19,0,1,0.0,9.150679611969598e-12
I20.89,1,0,4.1308785787022006e-12,0.0
G11.5,1,4,4.1308785787022006e-12,3.660271844787839e-11
E66.812,6,3,2.4785271472213203e-11,2.7452038835908793e-11
Z86.0109,1,1,4.1308785787022006e-12,9.150679611969598e-12
C88.90,0,1,0.0,9.150679611969598e-12
M65.941,2,0,8.261757157404401e-12,0.0
Z86.0100,1,1,4.1308785787022006e-12,9.150679611969598e-12
C88.01,1,0,4.1308785787022006e-12,0.0
Z83.72,0,1,0.0,9.150679611969598e-12
L29.89,14,1,5.7832300101830805e-11,9.150679611969598e-12
J18.0,0,1,0.0,9.150679611969598e-12
D69.3,1,0,4.1308785787022006e-12,0.0
T84.498A,1,0,4.1308785787022006e-12,0.0
R45.2,1,0,4.1308785787022006e-12,0.0
F11.91,6,1,2.4785271472213203e-11,9.150679611969598e-12
S76.319A,1,15,4.1308785787022006e-12,1.3726019417954397e-10
M25.871,1,0,4.1308785787022006e-12,0.0
R03.1,2,3,8.261757157404401e-12,2.7452038835908793e-11
C79.9,1,2,4.1308785787022006e-12,1.8301359223939195e-11
C84.00,11,0,4.54396643657242e-11,0.0
C91.01,2,0,8.261757157404401e-12,0.0
C96.4,3,1,1.2392635736106602e-11,9.150679611969598e-12
D05.80,9,1,3.7177907208319803e-11,9.150679611969598e-12
F50.021,0,1,0.0,9.150679611969598e-12
H01.83,1,0,4.1308785787022006e-12,0.0
R10.A1,25,9,1.03271964467555e-10,8.235611650772638e-11
R10.A3,1,1,4.1308785787022006e-12,9.150679611969598e-12
R10.21,4,15,1.6523514314808802e-11,1.3726019417954397e-10
G35.A,22,0,9.08793287314484e-11,0.0
G35.C1,1,1,4.1308785787022006e-12,9.150679611969598e-12
G35.D,112,70,4.6265840081464644e-10,6.405475728378718e-10
R10.85,9,4,3.7177907208319803e-11,3.660271844787839e-11
G35.B0,2,0,8.261757157404401e-12,0.0
R10.24,1,1,4.1308785787022006e-12,9.150679611969598e-12
G35.C2,1,0,4.1308785787022006e-12,0.0
E11.A,0,1,0.0,9.150679611969598e-12
S06.9X0D,4,0,1.6523514314808802e-11,0.0
S22.089S,4,0,1.6523514314808802e-11,0.0
C90.21,6,0,2.4785271472213203e-11,0.0
S86.919S,2,0,8.261757157404401e-12,0.0
S86.092A,1,0,4.1308785787022006e-12,0.0
S43.004A,1,0,4.1308785787022006e-12,0.0
M67.02,1,0,4.1308785787022006e-12,0.0
K31.2,1,0,4.1308785787022006e-12,0.0
S92.909A,0,1,0.0,9.150679611969598e-12
T84.53XA,0,2,0.0,1.8301359223939195e-11
G52.9,0,1,0.0,9.150679611969598e-12
I74.09,0,1,0.0,9.150679611969598e-12
K29.90,3,0,1.2392635736106602e-11,0.0
K22.0,26,1,1.0740284304625721e-10,9.150679611969598e-12
A52.16,63,19,2.6024535045823864e-10,1.7386291262742234e-10
S22.010K,6,0,2.4785271472213203e-11,0.0
M40.293,1,0,4.1308785787022006e-12,0.0
C92.A2,2,0,8.261757157404401e-12,0.0
Z3A.09,1,0,4.1308785787022006e-12,0.0
M13.179,0,2,0.0,1.8301359223939195e-11
S53.21XS,0,1,0.0,9.150679611969598e-12
S74.11XS,1,2,4.1308785787022006e-12,1.8301359223939195e-11
S06.300D,0,1,0.0,9.150679611969598e-12
N80.123,1,2,4.1308785787022006e-12,1.8301359223939195e-11
R82.90,2,1,8.261757157404401e-12,9.150679611969598e-12
S42.335A,0,1,0.0,9.150679611969598e-12
M71.579,1,0,4.1308785787022006e-12,0.0
I83.025,0,1,0.0,9.150679611969598e-12
S06.9X4S,1,0,4.1308785787022006e-12,0.0
N50.9,23,1,9.501020731015061e-11,9.150679611969598e-12
S42.018S,0,1,0.0,9.150679611969598e-12
S42.211A,1,0,4.1308785787022006e-12,0.0
S44.21XA,1,0,4.1308785787022006e-12,0.0
S46.891S,0,1,0.0,9.150679611969598e-12
