ICD10Code,trad_icd_count,BFA_icd_count,trad_%,BFA_%
S46.909D,0,1,0.0,9.150679611969598e-12
S63.045A,2,0,8.261757157404401e-12,0.0
S66.119S,1,0,4.1308785787022006e-12,0.0
S43.491D,1,0,4.1308785787022006e-12,0.0
S76.391S,1,0,4.1308785787022006e-12,0.0
S79.811D,1,0,4.1308785787022006e-12,0.0
S90.931D,1,0,4.1308785787022006e-12,0.0
S92.355D,2,0,8.261757157404401e-12,0.0
Y83.9,2,0,8.261757157404401e-12,0.0
C24.0,0,1,0.0,9.150679611969598e-12
C43.71,0,1,0.0,9.150679611969598e-12
I26.02,0,1,0.0,9.150679611969598e-12
I35.8,0,1,0.0,9.150679611969598e-12
I63.441,1,0,4.1308785787022006e-12,0.0
J01.40,1,0,4.1308785787022006e-12,0.0
L97.512,0,1,0.0,9.150679611969598e-12
M12.861,1,0,4.1308785787022006e-12,0.0
M48.52XG,1,0,4.1308785787022006e-12,0.0
Z13.21,1,0,4.1308785787022006e-12,0.0
I74.3,1,0,4.1308785787022006e-12,0.0
S12.090S,0,2,0.0,1.8301359223939195e-11
M89.449,0,5,0.0,4.5753398059847985e-11
Z48.24,1,0,4.1308785787022006e-12,0.0
H27.01,1,0,4.1308785787022006e-12,0.0
S14.111S,1,0,4.1308785787022006e-12,0.0
C82.20,0,1,0.0,9.150679611969598e-12
S46.021A,1,0,4.1308785787022006e-12,0.0
T84.039A,0,1,0.0,9.150679611969598e-12
M43.8X6,15,2,6.1963178680533e-11,1.8301359223939195e-11
S43.432S,6,0,2.4785271472213203e-11,0.0
A18.15,0,1,0.0,9.150679611969598e-12
M10.031,0,6,0.0,5.4904077671817586e-11
T16.1XXA,0,1,0.0,9.150679611969598e-12
F01.B3,1,1,4.1308785787022006e-12,9.150679611969598e-12
M25.121,1,0,4.1308785787022006e-12,0.0
N81.4,4,0,1.6523514314808802e-11,0.0
F13.921,1,0,4.1308785787022006e-12,0.0
S33.130D,1,0,4.1308785787022006e-12,0.0
M46.80,1,0,4.1308785787022006e-12,0.0
W57.XXXA,2,1,8.261757157404401e-12,9.150679611969598e-12
F44.6,1,0,4.1308785787022006e-12,0.0
M21.769,1,1,4.1308785787022006e-12,9.150679611969598e-12
E05.01,0,2,0.0,1.8301359223939195e-11
E11.618,1,4,4.1308785787022006e-12,3.660271844787839e-11
G90.01,1,3,4.1308785787022006e-12,2.7452038835908793e-11
H25.091,0,2,0.0,1.8301359223939195e-11
H25.811,0,3,0.0,2.7452038835908793e-11
D21.4,0,1,0.0,9.150679611969598e-12
D30.00,0,1,0.0,9.150679611969598e-12
E08.8,1,1,4.1308785787022006e-12,9.150679611969598e-12
F11.182,0,1,0.0,9.150679611969598e-12
H10.89,0,1,0.0,9.150679611969598e-12
H16.001,0,1,0.0,9.150679611969598e-12
H25.812,0,1,0.0,9.150679611969598e-12
H33.20,0,1,0.0,9.150679611969598e-12
H43.11,0,1,0.0,9.150679611969598e-12
H59.091,0,1,0.0,9.150679611969598e-12
H60.392,0,2,0.0,1.8301359223939195e-11
H60.533,0,1,0.0,9.150679611969598e-12
H60.8X9,0,1,0.0,9.150679611969598e-12
H65.92,0,1,0.0,9.150679611969598e-12
H92.12,0,1,0.0,9.150679611969598e-12
I43.,0,1,0.0,9.150679611969598e-12
I51.4,0,1,0.0,9.150679611969598e-12
I63.411,0,1,0.0,9.150679611969598e-12
I75.023,0,1,0.0,9.150679611969598e-12
I82.622,0,1,0.0,9.150679611969598e-12
I83.11,0,1,0.0,9.150679611969598e-12
J18.1,0,1,0.0,9.150679611969598e-12
J21.0,0,2,0.0,1.8301359223939195e-11
J45.901,1,1,4.1308785787022006e-12,9.150679611969598e-12
K08.109,1,0,4.1308785787022006e-12,0.0
K08.422,1,0,4.1308785787022006e-12,0.0
K08.429,1,0,4.1308785787022006e-12,0.0
K29.40,0,1,0.0,9.150679611969598e-12
K51.011,1,1,4.1308785787022006e-12,9.150679611969598e-12
K56.2,0,1,0.0,9.150679611969598e-12
K65.9,0,1,0.0,9.150679611969598e-12
K92.0,0,1,0.0,9.150679611969598e-12
L03.114,1,1,4.1308785787022006e-12,9.150679611969598e-12
M48.54XA,0,1,0.0,9.150679611969598e-12
M62.422,0,1,0.0,9.150679611969598e-12
M71.052,0,1,0.0,9.150679611969598e-12
M88.1,0,1,0.0,9.150679611969598e-12
N11.1,0,1,0.0,9.150679611969598e-12
N30.81,0,1,0.0,9.150679611969598e-12
Q21.1,0,1,0.0,9.150679611969598e-12
Q85.02,0,1,0.0,9.150679611969598e-12
R19.5,0,1,0.0,9.150679611969598e-12
R59.1,0,1,0.0,9.150679611969598e-12
R92.2,0,2,0.0,1.8301359223939195e-11
S00.261A,0,1,0.0,9.150679611969598e-12
S30.862A,0,1,0.0,9.150679611969598e-12
S31.109D,0,1,0.0,9.150679611969598e-12
S31.109S,0,1,0.0,9.150679611969598e-12
S34.3XXS,1,2,4.1308785787022006e-12,1.8301359223939195e-11
S41.112S,0,1,0.0,9.150679611969598e-12
S42.292A,0,1,0.0,9.150679611969598e-12
S46.292S,0,1,0.0,9.150679611969598e-12
S61.411A,0,2,0.0,1.8301359223939195e-11
S62.002K,0,1,0.0,9.150679611969598e-12
S82.031D,0,1,0.0,9.150679611969598e-12
S82.491S,0,1,0.0,9.150679611969598e-12
T50.B95A,0,1,0.0,9.150679611969598e-12
T63.441D,0,1,0.0,9.150679611969598e-12
T79.2XXD,0,1,0.0,9.150679611969598e-12
T82.7XXS,0,1,0.0,9.150679611969598e-12
T87.43,0,1,0.0,9.150679611969598e-12
Y04.8XXS,0,1,0.0,9.150679611969598e-12
Y08.02XS,0,1,0.0,9.150679611969598e-12
Z01.21,1,0,4.1308785787022006e-12,0.0
Z02.4,0,1,0.0,9.150679611969598e-12
Z80.42,0,2,0.0,1.8301359223939195e-11
S39.092D,4,1,1.6523514314808802e-11,9.150679611969598e-12
N39.45,1,0,4.1308785787022006e-12,0.0
K26.7,0,1,0.0,9.150679611969598e-12
S32.475S,0,1,0.0,9.150679611969598e-12
S88.022D,1,0,4.1308785787022006e-12,0.0
S82.201K,0,1,0.0,9.150679611969598e-12
I69.910,1,0,4.1308785787022006e-12,0.0
S54.12XA,1,0,4.1308785787022006e-12,0.0
K56.699,0,1,0.0,9.150679611969598e-12
S43.81XS,1,2,4.1308785787022006e-12,1.8301359223939195e-11
M67.879,0,3,0.0,2.7452038835908793e-11
S82.62XG,3,0,1.2392635736106602e-11,0.0
E11.638,0,1,0.0,9.150679611969598e-12
S42.111S,1,0,4.1308785787022006e-12,0.0
K52.0,2,0,8.261757157404401e-12,0.0
F01.A0,4,1,1.6523514314808802e-11,9.150679611969598e-12
S06.890S,1,0,4.1308785787022006e-12,0.0
E88.89,2,0,8.261757157404401e-12,0.0
I1A.0,1,0,4.1308785787022006e-12,0.0
M18.50,2,0,8.261757157404401e-12,0.0
S42.221D,1,0,4.1308785787022006e-12,0.0
S73.191S,6,2,2.4785271472213203e-11,1.8301359223939195e-11
S43.393D,0,1,0.0,9.150679611969598e-12
S43.402S,1,0,4.1308785787022006e-12,0.0
S01.322A,1,0,4.1308785787022006e-12,0.0
E10.649,1,0,4.1308785787022006e-12,0.0
D00.03,0,1,0.0,9.150679611969598e-12
R22.40,1,0,4.1308785787022006e-12,0.0
K20.90,4,1,1.6523514314808802e-11,9.150679611969598e-12
R15.9,11,0,4.54396643657242e-11,0.0
S86.022D,0,1,0.0,9.150679611969598e-12
S60.811A,0,1,0.0,9.150679611969598e-12
E50.9,10,2,4.1308785787022e-11,1.8301359223939195e-11
C83.94,0,1,0.0,9.150679611969598e-12
D43.2,5,0,2.0654392893511e-11,0.0
R65.10,2,0,8.261757157404401e-12,0.0
M26.54,1,0,4.1308785787022006e-12,0.0
F10.982,1,0,4.1308785787022006e-12,0.0
H52.223,1,0,4.1308785787022006e-12,0.0
S32.050D,0,1,0.0,9.150679611969598e-12
S92.591A,1,0,4.1308785787022006e-12,0.0
T31.70,0,1,0.0,9.150679611969598e-12
S82.876S,1,0,4.1308785787022006e-12,0.0
S81.811A,0,1,0.0,9.150679611969598e-12
F02.A11,0,1,0.0,9.150679611969598e-12
S32.512D,0,1,0.0,9.150679611969598e-12
Z11.52,3,48,1.2392635736106602e-11,4.392326213745407e-10
R93.5,1,1,4.1308785787022006e-12,9.150679611969598e-12
C49.A2,0,1,0.0,9.150679611969598e-12
I68.0,1,0,4.1308785787022006e-12,0.0
S24.104S,7,2,2.8916150050915402e-11,1.8301359223939195e-11
S82.55XA,0,1,0.0,9.150679611969598e-12
S52.301S,1,0,4.1308785787022006e-12,0.0
J84.115,2,5,8.261757157404401e-12,4.5753398059847985e-11
M25.211,2,0,8.261757157404401e-12,0.0
R80.0,1,0,4.1308785787022006e-12,0.0
G35.C0,6,32,2.4785271472213203e-11,2.928217475830271e-10
F19.99,3,1,1.2392635736106602e-11,9.150679611969598e-12
S24.142S,0,2,0.0,1.8301359223939195e-11
O24.12,1,0,4.1308785787022006e-12,0.0
H11.001,1,0,4.1308785787022006e-12,0.0
M05.832,2,0,8.261757157404401e-12,0.0
D51.0,1,1,4.1308785787022006e-12,9.150679611969598e-12
J39.2,10,0,4.1308785787022e-11,0.0
S14.103S,2,1,8.261757157404401e-12,9.150679611969598e-12
M08.3,2,1,8.261757157404401e-12,9.150679611969598e-12
C96.21,1,0,4.1308785787022006e-12,0.0
G56.30,0,2,0.0,1.8301359223939195e-11
S52.031S,0,2,0.0,1.8301359223939195e-11
M31.30,1,0,4.1308785787022006e-12,0.0
K08.131,0,1,0.0,9.150679611969598e-12
M41.20,4,2,1.6523514314808802e-11,1.8301359223939195e-11
D44.0,0,1,0.0,9.150679611969598e-12
M84.473S,1,0,4.1308785787022006e-12,0.0
S60.571D,0,1,0.0,9.150679611969598e-12
V89.2XXS,3,2,1.2392635736106602e-11,1.8301359223939195e-11
G90.89,1,0,4.1308785787022006e-12,0.0
J15.8,0,1,0.0,9.150679611969598e-12
Z41.2,0,1,0.0,9.150679611969598e-12
M96.4,3,0,1.2392635736106602e-11,0.0
E05.00,3,1,1.2392635736106602e-11,9.150679611969598e-12
S40.012S,0,1,0.0,9.150679611969598e-12
M30.0,4,0,1.6523514314808802e-11,0.0
H40.831,0,1,0.0,9.150679611969598e-12
M53.2X1,1,0,4.1308785787022006e-12,0.0
S42.322D,1,0,4.1308785787022006e-12,0.0
H16.011,3,0,1.2392635736106602e-11,0.0
S42.251A,1,0,4.1308785787022006e-12,0.0
S93.411D,3,0,1.2392635736106602e-11,0.0
M05.261,1,6,4.1308785787022006e-12,5.4904077671817586e-11
G44.091,6,1,2.4785271472213203e-11,9.150679611969598e-12
C90.20,1,0,4.1308785787022006e-12,0.0
S99.811S,0,1,0.0,9.150679611969598e-12
M12.552,1,1,4.1308785787022006e-12,9.150679611969598e-12
Z65.2,0,2,0.0,1.8301359223939195e-11
C85.93,1,0,4.1308785787022006e-12,0.0
M07.611,0,3,0.0,2.7452038835908793e-11
S43.004D,2,0,8.261757157404401e-12,0.0
Z99.2,1,3,4.1308785787022006e-12,2.7452038835908793e-11
M65.231,2,0,8.261757157404401e-12,0.0
B37.9,0,2,0.0,1.8301359223939195e-11
S22.058D,1,0,4.1308785787022006e-12,0.0
F50.89,1,0,4.1308785787022006e-12,0.0
E87.70,2,4,8.261757157404401e-12,3.660271844787839e-11
N30.11,42,2,1.7349690030549242e-10,1.8301359223939195e-11
S46.199S,1,0,4.1308785787022006e-12,0.0
S82.121S,0,1,0.0,9.150679611969598e-12
M99.12,4,0,1.6523514314808802e-11,0.0
J45.31,2,0,8.261757157404401e-12,0.0
S92.001D,1,0,4.1308785787022006e-12,0.0
D09.19,0,1,0.0,9.150679611969598e-12
L97.801,2,1,8.261757157404401e-12,9.150679611969598e-12
Q03.8,1,0,4.1308785787022006e-12,0.0
M25.872,1,0,4.1308785787022006e-12,0.0
G47.54,0,3,0.0,2.7452038835908793e-11
F50.012,0,1,0.0,9.150679611969598e-12
N30.90,1,3,4.1308785787022006e-12,2.7452038835908793e-11
H53.453,1,2,4.1308785787022006e-12,1.8301359223939195e-11
S76.811S,2,0,8.261757157404401e-12,0.0
L74.511,4,3,1.6523514314808802e-11,2.7452038835908793e-11
M45.A7,5,0,2.0654392893511e-11,0.0
M43.28,3,0,1.2392635736106602e-11,0.0
S82.492S,0,1,0.0,9.150679611969598e-12
F95.9,2,0,8.261757157404401e-12,0.0
N97.1,8,0,3.3047028629617605e-11,0.0
S00.90XD,1,0,4.1308785787022006e-12,0.0
S06.2X2S,1,0,4.1308785787022006e-12,0.0
M65.272,0,1,0.0,9.150679611969598e-12
M12.332,1,0,4.1308785787022006e-12,0.0
S56.012A,1,0,4.1308785787022006e-12,0.0
H34.239,1,0,4.1308785787022006e-12,0.0
H95.191,0,5,0.0,4.5753398059847985e-11
Z96.0,0,1,0.0,9.150679611969598e-12
S42.201G,0,1,0.0,9.150679611969598e-12
G71.02,2,0,8.261757157404401e-12,0.0
S76.891S,1,0,4.1308785787022006e-12,0.0
R30.9,0,12,0.0,1.0980815534363517e-10
M66.261,1,0,4.1308785787022006e-12,0.0
S91.302A,1,0,4.1308785787022006e-12,0.0
S43.52XA,0,11,0.0,1.0065747573166556e-10
H61.109,0,1,0.0,9.150679611969598e-12
M25.879,6,4,2.4785271472213203e-11,3.660271844787839e-11
I82.509,0,1,0.0,9.150679611969598e-12
H68.023,0,2,0.0,1.8301359223939195e-11
C34.82,10,0,4.1308785787022e-11,0.0
S43.304S,0,2,0.0,1.8301359223939195e-11
G47.14,1,1,4.1308785787022006e-12,9.150679611969598e-12
M65.319,3,0,1.2392635736106602e-11,0.0
I70.221,1,6,4.1308785787022006e-12,5.4904077671817586e-11
S41.101A,2,0,8.261757157404401e-12,0.0
A50.05,3,0,1.2392635736106602e-11,0.0
M05.7A,0,1,0.0,9.150679611969598e-12
F10.930,1,0,4.1308785787022006e-12,0.0
D84.81,0,1,0.0,9.150679611969598e-12
F10.931,1,0,4.1308785787022006e-12,0.0
F10.131,1,0,4.1308785787022006e-12,0.0
Z20.822,2,1,8.261757157404401e-12,9.150679611969598e-12
J12.82,1,0,4.1308785787022006e-12,0.0
M35.81,1,0,4.1308785787022006e-12,0.0
Z59.41,0,1,0.0,9.150679611969598e-12
L02.412,1,0,4.1308785787022006e-12,0.0
D18.09,0,1,0.0,9.150679611969598e-12
M11.80,0,1,0.0,9.150679611969598e-12
C18.4,0,1,0.0,9.150679611969598e-12
M71.311,0,1,0.0,9.150679611969598e-12
F50.2,3,0,1.2392635736106602e-11,0.0
L01.00,2,1,8.261757157404401e-12,9.150679611969598e-12
H72.821,0,1,0.0,9.150679611969598e-12
H53.10,1,0,4.1308785787022006e-12,0.0
V86.55XA,0,1,0.0,9.150679611969598e-12
I72.8,1,0,4.1308785787022006e-12,0.0
H18.593,1,0,4.1308785787022006e-12,0.0
B95.8,1,2,4.1308785787022006e-12,1.8301359223939195e-11
J38.2,1,0,4.1308785787022006e-12,0.0
E83.10,0,1,0.0,9.150679611969598e-12
L89.94,1,0,4.1308785787022006e-12,0.0
E05.80,3,0,1.2392635736106602e-11,0.0
K83.09,0,1,0.0,9.150679611969598e-12
I63.519,5,0,2.0654392893511e-11,0.0
S19.89XS,3,41,1.2392635736106602e-11,3.751778640907535e-10
S46.912D,1,0,4.1308785787022006e-12,0.0
S42.202D,2,0,8.261757157404401e-12,0.0
S76.292A,4,0,1.6523514314808802e-11,0.0
G04.89,2,0,8.261757157404401e-12,0.0
S52.352S,0,1,0.0,9.150679611969598e-12
M70.80,1,0,4.1308785787022006e-12,0.0
M19.19,3,0,1.2392635736106602e-11,0.0
R47.9,8,0,3.3047028629617605e-11,0.0
S22.050S,1,1,4.1308785787022006e-12,9.150679611969598e-12
I71.20,6,4,2.4785271472213203e-11,3.660271844787839e-11
I95.89,2,0,8.261757157404401e-12,0.0
F51.12,0,2,0.0,1.8301359223939195e-11
Z66.,0,1,0.0,9.150679611969598e-12
H25.012,0,5,0.0,4.5753398059847985e-11
H61.321,17,1,7.02249358379374e-11,9.150679611969598e-12
H65.412,0,1,0.0,9.150679611969598e-12
S76.309A,1,0,4.1308785787022006e-12,0.0
A41.51,1,0,4.1308785787022006e-12,0.0
D17.39,0,1,0.0,9.150679611969598e-12
Z34.03,9,0,3.7177907208319803e-11,0.0
S20.221A,3,0,1.2392635736106602e-11,0.0
S06.8A0S,0,3,0.0,2.7452038835908793e-11
S23.428S,2,0,8.261757157404401e-12,0.0
T84.092S,0,1,0.0,9.150679611969598e-12
S52.512S,1,0,4.1308785787022006e-12,0.0
S32.2XXD,0,1,0.0,9.150679611969598e-12
S76.101D,1,0,4.1308785787022006e-12,0.0
S76.211D,1,0,4.1308785787022006e-12,0.0
L62.,0,4,0.0,3.660271844787839e-11
M13.171,2,2,8.261757157404401e-12,1.8301359223939195e-11
S66.115A,1,0,4.1308785787022006e-12,0.0
S92.301A,0,1,0.0,9.150679611969598e-12
M62.421,3,1,1.2392635736106602e-11,9.150679611969598e-12
S37.898S,2,0,8.261757157404401e-12,0.0
M40.14,1,2,4.1308785787022006e-12,1.8301359223939195e-11
S93.691A,1,0,4.1308785787022006e-12,0.0
S72.002D,0,1,0.0,9.150679611969598e-12
S70.01XA,0,1,0.0,9.150679611969598e-12
N45.3,1,0,4.1308785787022006e-12,0.0
M51.A0,2,0,8.261757157404401e-12,0.0
F20.81,1,0,4.1308785787022006e-12,0.0
M65.20,0,1,0.0,9.150679611969598e-12
S73.192D,2,0,8.261757157404401e-12,0.0
M84.452S,0,1,0.0,9.150679611969598e-12
S24.132A,0,1,0.0,9.150679611969598e-12
C43.61,0,1,0.0,9.150679611969598e-12
D00.08,0,1,0.0,9.150679611969598e-12
T43.625A,4,0,1.6523514314808802e-11,0.0
S62.316S,1,0,4.1308785787022006e-12,0.0
H59.099,0,1,0.0,9.150679611969598e-12
T84.091A,0,1,0.0,9.150679611969598e-12
S66.193D,1,0,4.1308785787022006e-12,0.0
D07.39,2,0,8.261757157404401e-12,0.0
M88.9,7,1,2.8916150050915402e-11,9.150679611969598e-12
R23.9,0,1,0.0,9.150679611969598e-12
S96.912A,0,1,0.0,9.150679611969598e-12
S61.317D,0,1,0.0,9.150679611969598e-12
Y36.290D,1,0,4.1308785787022006e-12,0.0
H81.01,7,0,2.8916150050915402e-11,0.0
S81.801S,0,3,0.0,2.7452038835908793e-11
B02.21,2,0,8.261757157404401e-12,0.0
M86.68,2,0,8.261757157404401e-12,0.0
M40.50,2,0,8.261757157404401e-12,0.0
Z85.21,1,0,4.1308785787022006e-12,0.0
L98.1,0,2,0.0,1.8301359223939195e-11
M45.A2,5,1,2.0654392893511e-11,9.150679611969598e-12
T66.XXXS,1,0,4.1308785787022006e-12,0.0
I50.21,3,7,1.2392635736106602e-11,6.405475728378719e-11
S24.104D,0,4,0.0,3.660271844787839e-11
I69.323,1,0,4.1308785787022006e-12,0.0
S34.104A,1,0,4.1308785787022006e-12,0.0
S14.109D,3,0,1.2392635736106602e-11,0.0
L28.0,1,0,4.1308785787022006e-12,0.0
S52.121G,2,0,8.261757157404401e-12,0.0
M71.111,1,0,4.1308785787022006e-12,0.0
G90.1,3,0,1.2392635736106602e-11,0.0
H25.031,1,1,4.1308785787022006e-12,9.150679611969598e-12
L85.1,5,1,2.0654392893511e-11,9.150679611969598e-12
R39.9,1,2,4.1308785787022006e-12,1.8301359223939195e-11
S22.069A,0,1,0.0,9.150679611969598e-12
M23.231,1,0,4.1308785787022006e-12,0.0
M11.9,0,1,0.0,9.150679611969598e-12
M61.9,1,0,4.1308785787022006e-12,0.0
L76.32,1,1,4.1308785787022006e-12,9.150679611969598e-12
E11.10,0,1,0.0,9.150679611969598e-12
Z11.8,0,1,0.0,9.150679611969598e-12
G71.12,8,0,3.3047028629617605e-11,0.0
M71.559,1,0,4.1308785787022006e-12,0.0
J84.03,0,1,0.0,9.150679611969598e-12
M24.422,0,4,0.0,3.660271844787839e-11
S16.8XXA,0,1,0.0,9.150679611969598e-12
Z87.311,1,0,4.1308785787022006e-12,0.0
S53.402A,1,0,4.1308785787022006e-12,0.0
Y99.1,0,1,0.0,9.150679611969598e-12
S06.9X0S,3,0,1.2392635736106602e-11,0.0
M63.879,0,1,0.0,9.150679611969598e-12
Z45.1,2,0,8.261757157404401e-12,0.0
G56.13,0,2,0.0,1.8301359223939195e-11
M46.45,1,3,4.1308785787022006e-12,2.7452038835908793e-11
M40.205,1,0,4.1308785787022006e-12,0.0
J41.1,1,0,4.1308785787022006e-12,0.0
M20.61,0,1,0.0,9.150679611969598e-12
S14.129D,2,3,8.261757157404401e-12,2.7452038835908793e-11
I70.203,0,1,0.0,9.150679611969598e-12
S91.001S,0,1,0.0,9.150679611969598e-12
H33.001,0,1,0.0,9.150679611969598e-12
M12.30,1,0,4.1308785787022006e-12,0.0
Y93.B9,0,33,0.0,3.019724271949967e-10
S76.892A,4,0,1.6523514314808802e-11,0.0
R92.1,0,1,0.0,9.150679611969598e-12
F10.97,0,2,0.0,1.8301359223939195e-11
V29.608D,8,0,3.3047028629617605e-11,0.0
S33.8XXD,2,0,8.261757157404401e-12,0.0
S86.812A,1,0,4.1308785787022006e-12,0.0
N52.37,1,0,4.1308785787022006e-12,0.0
T78.49XD,3,0,1.2392635736106602e-11,0.0
S53.401S,1,0,4.1308785787022006e-12,0.0
S80.821S,0,1,0.0,9.150679611969598e-12
F07.0,1,0,4.1308785787022006e-12,0.0
D89.1,0,1,0.0,9.150679611969598e-12
S72.115A,1,0,4.1308785787022006e-12,0.0
C83.39,1,1,4.1308785787022006e-12,9.150679611969598e-12
M43.5X4,1,0,4.1308785787022006e-12,0.0
S16.8XXS,10,0,4.1308785787022e-11,0.0
T84.061A,0,5,0.0,4.5753398059847985e-11
Y99.2,1,0,4.1308785787022006e-12,0.0
M23.203,4,0,1.6523514314808802e-11,0.0
K51.813,1,0,4.1308785787022006e-12,0.0
K22.3,0,3,0.0,2.7452038835908793e-11
S72.144A,1,0,4.1308785787022006e-12,0.0
Z94.2,3,0,1.2392635736106602e-11,0.0
F84.0,1,0,4.1308785787022006e-12,0.0
K82.0,1,1,4.1308785787022006e-12,9.150679611969598e-12
M67.48,0,1,0.0,9.150679611969598e-12
H49.31,1,0,4.1308785787022006e-12,0.0
S82.031A,0,1,0.0,9.150679611969598e-12
I21.9,1,0,4.1308785787022006e-12,0.0
C10.8,3,0,1.2392635736106602e-11,0.0
R10.816,0,1,0.0,9.150679611969598e-12
Z71.88,1,1,4.1308785787022006e-12,9.150679611969598e-12
S54.21XA,2,0,8.261757157404401e-12,0.0
M87.251,1,0,4.1308785787022006e-12,0.0
S20.91XA,1,0,4.1308785787022006e-12,0.0
L97.419,1,0,4.1308785787022006e-12,0.0
O99.341,1,0,4.1308785787022006e-12,0.0
M21.169,0,1,0.0,9.150679611969598e-12
S92.592A,0,1,0.0,9.150679611969598e-12
M25.659,1,0,4.1308785787022006e-12,0.0
A08.4,1,0,4.1308785787022006e-12,0.0
M65.262,1,0,4.1308785787022006e-12,0.0
B95.62,0,1,0.0,9.150679611969598e-12
S42.302S,1,0,4.1308785787022006e-12,0.0
S46.819D,1,0,4.1308785787022006e-12,0.0
H52.532,1,1,4.1308785787022006e-12,9.150679611969598e-12
C82.90,2,4,8.261757157404401e-12,3.660271844787839e-11
D38.3,0,2,0.0,1.8301359223939195e-11
S71.122D,1,0,4.1308785787022006e-12,0.0
T43.655S,1,0,4.1308785787022006e-12,0.0
F01.518,2,2,8.261757157404401e-12,1.8301359223939195e-11
F02.C0,2,0,8.261757157404401e-12,0.0
F03.A0,4,5,1.6523514314808802e-11,4.5753398059847985e-11
S06.30AA,2,0,8.261757157404401e-12,0.0
S06.0XAA,3,0,1.2392635736106602e-11,0.0
Z59.10,1,2,4.1308785787022006e-12,1.8301359223939195e-11
B37.32,0,1,0.0,9.150679611969598e-12
F03.C18,0,1,0.0,9.150679611969598e-12
I71.30,0,1,0.0,9.150679611969598e-12
F01.B0,2,1,8.261757157404401e-12,9.150679611969598e-12
F02.B4,0,1,0.0,9.150679611969598e-12
Z59.86,1,1,4.1308785787022006e-12,9.150679611969598e-12
F03.A4,1,1,4.1308785787022006e-12,9.150679611969598e-12
F01.A3,1,0,4.1308785787022006e-12,0.0
I71.43,0,1,0.0,9.150679611969598e-12
Z91.198,0,1,0.0,9.150679611969598e-12
F02.A3,1,1,4.1308785787022006e-12,9.150679611969598e-12
I20.2,0,1,0.0,9.150679611969598e-12
I25.112,0,1,0.0,9.150679611969598e-12
F15.91,1,0,4.1308785787022006e-12,0.0
F02.B2,1,0,4.1308785787022006e-12,0.0
V29.99XS,0,1,0.0,9.150679611969598e-12
J20.0,1,0,4.1308785787022006e-12,0.0
S62.355D,4,0,1.6523514314808802e-11,0.0
S73.191D,2,1,8.261757157404401e-12,9.150679611969598e-12
F10.920,1,0,4.1308785787022006e-12,0.0
N99.114,1,0,4.1308785787022006e-12,0.0
B09.,0,2,0.0,1.8301359223939195e-11
M21.942,1,0,4.1308785787022006e-12,0.0
S46.212D,2,0,8.261757157404401e-12,0.0
S76.912D,0,1,0.0,9.150679611969598e-12
M48.56XS,1,1,4.1308785787022006e-12,9.150679611969598e-12
M23.232,2,1,8.261757157404401e-12,9.150679611969598e-12
E74.04,0,1,0.0,9.150679611969598e-12
I70.219,2,1,8.261757157404401e-12,9.150679611969598e-12
F53.0,10,0,4.1308785787022e-11,0.0
I69.90,4,0,1.6523514314808802e-11,0.0
S93.492D,0,1,0.0,9.150679611969598e-12
L02.33,1,0,4.1308785787022006e-12,0.0
G93.89,2,0,8.261757157404401e-12,0.0
Z85.030,2,0,8.261757157404401e-12,0.0
M25.261,1,1,4.1308785787022006e-12,9.150679611969598e-12
W46.1XXA,0,1,0.0,9.150679611969598e-12
S02.85XS,0,1,0.0,9.150679611969598e-12
N08.,1,0,4.1308785787022006e-12,0.0
J98.6,3,1,1.2392635736106602e-11,9.150679611969598e-12
H02.422,0,1,0.0,9.150679611969598e-12
M23.261,0,1,0.0,9.150679611969598e-12
E78.79,0,1,0.0,9.150679611969598e-12
L89.629,1,0,4.1308785787022006e-12,0.0
S44.00XA,1,0,4.1308785787022006e-12,0.0
L02.232,1,0,4.1308785787022006e-12,0.0
H68.102,1,0,4.1308785787022006e-12,0.0
S30.861A,0,1,0.0,9.150679611969598e-12
K63.9,0,1,0.0,9.150679611969598e-12
M61.061,2,0,8.261757157404401e-12,0.0
S42.009S,1,0,4.1308785787022006e-12,0.0
M26.04,1,0,4.1308785787022006e-12,0.0
L94.3,1,1,4.1308785787022006e-12,9.150679611969598e-12
C21.1,1,3,4.1308785787022006e-12,2.7452038835908793e-11
S93.621A,0,1,0.0,9.150679611969598e-12
I80.00,1,0,4.1308785787022006e-12,0.0
M24.874,0,1,0.0,9.150679611969598e-12
J02.0,0,1,0.0,9.150679611969598e-12
S87.81XS,1,0,4.1308785787022006e-12,0.0
L03.316,0,1,0.0,9.150679611969598e-12
S24.2XXA,1,0,4.1308785787022006e-12,0.0
S49.90XD,0,1,0.0,9.150679611969598e-12
T25.239D,0,1,0.0,9.150679611969598e-12
G23.3,1,0,4.1308785787022006e-12,0.0
M67.362,0,2,0.0,1.8301359223939195e-11
R43.1,2,0,8.261757157404401e-12,0.0
C50.812,8,0,3.3047028629617605e-11,0.0
M14.879,1,0,4.1308785787022006e-12,0.0
R22.31,3,1,1.2392635736106602e-11,9.150679611969598e-12
S59.901D,1,0,4.1308785787022006e-12,0.0
M84.9,0,1,0.0,9.150679611969598e-12
M24.071,1,0,4.1308785787022006e-12,0.0
N80.D5,5,0,2.0654392893511e-11,0.0
L97.812,0,6,0.0,5.4904077671817586e-11
S80.12XD,1,0,4.1308785787022006e-12,0.0
